Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = -0.000122
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000061
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000122
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = 0.000000
