Success. Precision = 0.000366
Success. Precision = -0.000305
Success. Precision = -0.000244
Success. Precision = -0.000427
Success. Precision = -0.000732
Success. Precision = -0.000732
Success. Precision = 0.000061
Success. Precision = 0.000244
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000305
Success. Precision = 0.000061
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = -0.000366
Success. Precision = 0.000122
Success. Precision = 0.000366
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000549
Success. Precision = 0.000000
Success. Precision = -0.000122
Success. Precision = 0.000000
Success. Precision = 0.000427
Success. Precision = -0.000610
Success. Precision = 0.000122
Success. Precision = 0.000122
Success. Precision = 0.000061
Success. Precision = -0.000427
Success. Precision = -0.000793
Success. Precision = 0.000366
Success. Precision = 0.000000
Success. Precision = 0.000183
Success. Precision = -0.000671
Success. Precision = 0.000183
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = -0.000122
Success. Precision = 0.000305
Success. Precision = 0.000610
Success. Precision = 0.000793
Success. Precision = 0.000000
Success. Precision = 0.000000
Success. Precision = -0.000061
Success. Precision = 0.000183
Success. Precision = 0.000427
Success. Precision = 0.000854
Success. Precision = 0.000183
Success. Precision = -0.000061
Success. Precision = 0.000122
Success. Precision = -0.000488
Success. Precision = 0.000549
Success. Precision = 0.000122
Success. Precision = -0.000061
Success. Precision = 0.000061
Success. Precision = 0.000061
Success. Precision = 0.000183
Success. Precision = -0.000122
Success. Precision = -0.000183
Success. Precision = 0.000183
Success. Precision = -0.000183
Success. Precision = -0.000122
Success. Precision = 0.000244
Success. Precision = 0.000000
Success. Precision = 0.000916
Success. Precision = 0.000244
Success. Precision = -0.000549
Success. Precision = 0.000122
Success. Precision = 0.000061
Success. Precision = -0.000183
Success. Precision = 0.000000
Success. Precision = -0.000305
Success. Precision = -0.000366
Success. Precision = 0.000122
Success. Precision = 0.000488
Success. Precision = 0.000061
Success. Precision = 0.000488
Success. Precision = 0.000061
Success. Precision = -0.000122
Success. Precision = 0.000061
Success. Precision = 0.000244
Success. Precision = 0.000000
Success. Precision = -0.000305
Success. Precision = 0.000061
Success. Precision = 0.000000
Success. Precision = 0.000122
Success. Precision = 0.000854
Success. Precision = 0.000305
Success. Precision = 0.000488
Success. Precision = -0.000122
Success. Precision = -0.000549
Success. Precision = 0.000000
Success. Precision = 0.000061
Success. Precision = -0.000183
Success. Precision = -0.000244
Success. Precision = 0.000000
Success. Precision = -0.000610
Success. Precision = -0.000427
Success. Precision = 0.000244
Success. Precision = 0.000183
